PREDICTED,SCORE,DOCUMENT_ID,SENTENCE
10.0,10.0,34139498,agent let me talk she listened she let me chose loan amount she never tried to make me buy anything i did not need great customer service
10.0,10.0,34139499,simplicity
10.0,10.0,34139507,fast friendly service
10.0,9.0,34139515,eficiency fast approval
10.0,10.0,34139516,ease
10.0,8.0,34139531,the process was not overwhelming and it was quick and the lady i spoke to was very helpful
10.0,10.0,34139533,very courteous knowledgeable representatives and a very positive experience
10.0,9.0,34139538,it was really easy i am glad i looked into it great experience so far
10.0,10.0,34139539,easy
10.0,10.0,34139563,just went very smooth
10.0,9.0,34139564,ease of applying
10.0,10.0,34139565,however the whole process was smooth i would like to think so maybe this has something to do with my credit worthiness ease and quickness of loan money was in my bank account in two days
10.0,10.0,34139583,very easy process very fast turn around and no red tape
10.0,10.0,34139584,yours is a very fast and easy to use service
10.0,10.0,34139585,i am return customer and was extremely please with everything from last time your agents were extensively friendly and helpful
10.0,10.0,34139586,it was an easy and simple process best egg was able to help me and give a chance to be able to do what i needed to do
10.0,10.0,34139587,for excellent transaction
10.0,10.0,34139603,easy to apply and very fast money added to my account
10.0,10.0,34139604,clarity of terms easy process
10.0,10.0,34139605,you even beat my very own banks rates fast courteous and very professional service very competitive rates thank you very much
10.0,9.0,34139606,the process was easy
10.0,10.0,34139608,fast and easy
10.0,8.0,34139620,the fast service and the easiness completing all the paperwork
10.0,10.0,34139626,representative is very helpful application is very simple
10.0,9.0,34139627,quick and fair solution to my financial needs
10.0,10.0,34139628,great personal service
10.0,10.0,34139629,best egg did loan very fast and very professional service
10.0,10.0,34139646,it was quick easy
8.0,8.0,34139652,would like to wait a little for a final score loan fee was somewhat high i just received the payment
10.0,10.0,34139653,its fast easy and will help me with decresing my credit card amounts
10.0,10.0,34139654,great rates easy and fast process
10.0,9.0,34139655,it was an easy process
10.0,10.0,34139671,he process was quick simple and hasslefree
10.0,10.0,34139672,to consolidate my bills
10.0,9.0,34139673,my application was processed quickly and efficiently
10.0,10.0,34139674,ease
10.0,10.0,34139675,it was so simple and easy to use i felt ease after i read up on the company i was not sure about on online loan
10.0,10.0,34139676,excellent customer service and quick response
10.0,10.0,34139677,fast results
10.0,5.0,34139691,paying on time and paying more than the minimum due
10.0,10.0,34139693,excellent customer service
10.0,10.0,34139694,the process was quick and easy
10.0,10.0,34139695,timely and great options
10.0,10.0,34139697,it was a total surprise when i saw the money in my bank account i would recommend best egg to anyuone and everyone who is in need of financial assistance this was the first time that i had applied for a loan and i expected it to be difficult thank you much to my surprise it was easier that i could have ever imagined i honestly did not expect for my application to be approved the people were very helpful kind and considerat when i needed assistance
10.0,9.0,34139700,the online application process was quick and easy
10.0,10.0,34139715,quick easy and the convenience factor of doing everything on the website
10.0,10.0,34139718,quick simple transaction
10.0,10.0,34139719,just knowing
10.0,9.0,34139720,found to be best rated on internet and a little research supported that info
10.0,10.0,34139721,transparency of the loan terms before and after the loan was finalized
10.0,10.0,34139736,the quick response and follow up with customer service
10.0,10.0,34139738,excellent service to open the doors
10.0,10.0,34139739,it was not that difficult to get a loan from you
10.0,10.0,34139758,ease of use made for a great experience
10.0,10.0,34139759,simple process and good people to talk to
10.0,10.0,34139760,ease of application process and quick decision and funding
10.0,10.0,34139761,the efficiency quickness  and the professionalism in which your team processed my application 
10.0,9.0,34139771,the application process was simple and very fast no issues what so ever
10.0,10.0,34139777,no heavy lifting excellent service and quickness to the finish line
10.0,10.0,34139780,very quickly and helpful
10.0,10.0,34139793,very fast and efficient no disappointments wonderful experience things went through no surprises you indicated i was eligible
10.0,10.0,34139795,ease time to complete loan process
10.0,10.0,34139797,simplicity of instructions
10.0,10.0,34139800,the process was so simple and only took a couple of days
10.0,10.0,34139802,know where i am at
10.0,10.0,34139803,it was easy
10.0,10.0,34139807,ease and speed of the loan
10.0,9.0,34139808,quick and easy
10.0,10.0,34139821,it was very simple to use just as advertised i received the funds sooner than i thought possible results were very fast
10.0,10.0,34139822,because when no one would take a chance with me this company did at a good rate thank you again
10.0,10.0,34139824,thank you it is the best way to payoff your debt it was quick and direct to the point
10.0,10.0,34139825,fast and efficient
10.0,10.0,34139826,it was just easypainlessand fast
10.0,10.0,34139827,the process was quick and easy
8.0,3.0,34139843,offer was misleading
10.0,10.0,34139845,first and foremost the interest rate was near what i thought my credit score should generate communication was spot on through email clear and concise second the speed of approval and likewise the speed of the deposit to my account i am happy i chose best egg
10.0,9.0,34139849,convenience
10.0,10.0,34139853,i received not only a good rate i can not thank you enough for helping me out when i needed it the most the fastest service possible
10.0,10.0,34139862,pay bills on time
10.0,9.0,34139866,make sure this is what you want to do before you begin it is literally too easy
10.0,9.0,34139867,process was very quick and easy
10.0,9.0,34139877,the ease of applying
10.0,10.0,34139885,it was a simple process and quickly accomplished
10.0,10.0,34139887,the ease of obtaining the loan and the quickness of everything
10.0,10.0,34139888,also fast easy to apply for the loan and great interest rate
10.0,10.0,34139901,fast and easy
10.0,10.0,34139905,the whole process was easy and quick everyone was very helpful
10.0,10.0,34139906,easydecent terms decent payment options
10.0,10.0,34139907,quick and easy to apply and get your loan processed
10.0,10.0,34139922,i will be recommending best egg to all of my friends it was the easiest and quickest loan that i have ever received
10.0,10.0,34139928,ease and efficiency on application process
10.0,10.0,34139929,pay down credit card
10.0,10.0,34139930,efficient service provided with just the right amount of status updates throughout the convenient process
10.0,10.0,34139950,it was fast and efficient
10.0,10.0,34139952,great customer service
10.0,10.0,34139953,people were able to get me a good deal on the loan
10.0,10.0,34139954,how quick i received the money
10.0,10.0,34139955,ease of process
10.0,10.0,34139970,very easy to apply for and the response was quick
10.0,10.0,34139972,the customer service
10.0,10.0,34139975,it took only  days the timeliness of receiving the funds after approval plus the application process was absolutely short and convenient
10.0,8.0,34139976,i was very satisfied receive the loan promptly
10.0,10.0,34139978,everyone was very helpful and courteous during the process
10.0,10.0,34139985,unbelievable the money was deposited in just two days the application was so easy
10.0,10.0,34139987,all steps in the process went very smoothly
10.0,9.0,34139989,simplicity of the application and clarity of the process and payback terms
10.0,10.0,34139992,this service is fast and efficient excellent user experience and help in a time of immediate need i easily submitted the paperwork needed via jpeg files through my phone and was approved in a few days
10.0,10.0,34139993,it was made easy to do everything and fast
8.0,5.0,34139994,the rates a little high
10.0,10.0,34139997,easy fastfriendly
10.0,10.0,34139998,the ease in which i was able to apply and get my loan
